Title,CiteScore
Intensive and Critical Care Nursing,1.72
International Journal of Cardiovascular Imaging,1.72
School Psychology Review,1.72
Journal of Communication Disorders,1.72
Research in Science Education,1.72
Research in the Teaching of English,1.72
Chronic Illness,1.72
"IET Science, Measurement and Technology",1.72
Sexuality Research and Social Policy: Journal of NSRC,1.72
Integrated Environmental Assessment and Management,1.72
Journal of Vacation Marketing,1.72
Journal of Environmental and Public Health,1.72
Journal of Multidisciplinary Healthcare,1.72
Journal of Nutrition and Metabolism,1.72
San Francisco Estuary and Watershed Science,1.72
Digital Applications in Archaeology and Cultural Heritage,1.72
Journal of Traffic and Transportation Engineering (English Edition),1.72
Chemie der Erde,1.71
Communications in Partial Differential Equations,1.71
Psicothema,1.71
SIAM Journal on Mathematical Analysis,1.71
Journal of Clinical Nursing,1.71
Journal of Psychosocial Oncology,1.71
Urban Education,1.71
Clinical Neurology and Neurosurgery,1.71
Journal of Rural Health,1.71
Journal of Electrostatics,1.71
New Ideas in Psychology,1.71
Experimental Lung Research,1.71
Neurosurgical Review,1.71
Performance Evaluation,1.71
Journal of Fish Biology,1.71
International Journal of Environmental Health Research,1.71
Journal of Consumer Marketing,1.71
BMC Medical Education,1.71
European Journal of Plant Pathology,1.71
Biological and Pharmaceutical Bulletin,1.71
American Journal of Occupational Therapy,1.71
Journal of Marital and Family Therapy,1.71
Journal of Spinal Cord Medicine,1.71
Marketing Intelligence and Planning,1.71
Journal of Macromarketing,1.71
SDHM Structural Durability and Health Monitoring,1.71
International Journal of Medical Robotics and Computer Assisted Surgery,1.71
Multinational Business Review,1.71
Mathematical Geosciences,1.71
Eurasip Journal on Advances in Signal Processing,1.71
Foundations and Trends in Entrepreneurship,1.71
Review of Managerial Science,1.71
World Mycotoxin Journal,1.71
Evolving Systems,1.71
International Journal of Central Banking,1.71
American Journal of Health Economics,1.71
Computers and Graphics,1.7
Journal of Toxicological Sciences,1.7
Journal of Child Language,1.7
Wood Science and Technology,1.7
Review of Economic Dynamics,1.7
Solid-State Electronics,1.7
International Journal of Food Properties,1.7
International Journal of Accounting Information Systems,1.7
Journal of Non-Equilibrium Thermodynamics,1.7
College and Research Libraries,1.7
Ophthalmic Research,1.7
Journal of Neurogenetics,1.7
IEEE Antennas and Propagation Magazine,1.7
Pain Research and Management,1.7
Wetlands,1.7
Veterinary Immunology and Immunopathology,1.7
Diseases of Aquatic Organisms,1.7
Ecological Complexity,1.7
Ethnicity and Health,1.7
Journal of Sol-Gel Science and Technology,1.7
Yonsei Medical Journal,1.7
Angiology,1.7
Radiocarbon,1.7
Acta Dermato-Venereologica,1.7
Journal of Aircraft,1.7
Journal of Coatings Technology Research,1.7
Nondestructive Testing and Evaluation,1.7
Sarcoidosis Vasculitis and Diffuse Lung Diseases,1.7
Behavioural and Cognitive Psychotherapy,1.7
Studies in Applied Mathematics,1.7
Annals of Nuclear Energy,1.7
Marine and Freshwater Research,1.7
Library and Information Science Research,1.7
Journal of Clinical Monitoring and Computing,1.7
Journal of Chemometrics,1.7
British Food Journal,1.7
European Journal of Cultural Studies,1.7
International Journal of Automation and Computing,1.7
Journal of Immunotoxicology,1.7
Source Code for Biology and Medicine,1.7
Insect Science,1.7
IET Signal Processing,1.7
Earth Science Informatics,1.7
Crop and Pasture Science,1.7
School Mental Health,1.7
Clinical Medicine Insights: Endocrinology and Diabetes,1.7
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",1.7
BMC Biophysics,1.7
International Neurourology Journal,1.7
Applied and Translational Genomics,1.7
Journal of Hospitality and Tourism Technology,1.7
R Journal,1.7
Advances in Natural Sciences: Nanoscience and Nanotechnology,1.7
European Journal of Remote Sensing,1.7
Journal of Huntington's disease,1.7
Advances in neurobiology,1.7
New Horizons in Translational Medicine,1.7
Toxicology Reports,1.7
Food Webs,1.7
Nanotechnology Reviews,1.7
Journal of Humanitarian Logistics and Supply Chain Management,1.7
Supercomputing Frontiers and Innovations,1.7
Computational Optimization and Applications,1.69
Biostatistics,1.69
Health Communication,1.69
Soil Use and Management,1.69
Group Dynamics,1.69
Metrologia,1.69
Biotechnology and Genetic Engineering Reviews,1.69
Pediatric Neurology,1.69
Journal of Child Neurology,1.69
Journal of Clinical Neurophysiology,1.69
Chirality,1.69
Journal of Digital Imaging,1.69
Journal of Gene Medicine,1.69
Clinical Transplantation,1.69
International Journal of Damage Mechanics,1.69
Journal of Computational and Applied Mathematics,1.69
Journal of Intelligent and Fuzzy Systems,1.69
Asian-Australasian Journal of Animal Sciences,1.69
Neuropathology,1.69
Brazilian Journal of Medical and Biological Research,1.69
Journal of Economic Behavior and Organization,1.69
Journal of Low Frequency Noise Vibration and Active Control,1.69
Communication Education,1.69
Sexually Transmitted Diseases,1.69
Journal of Career Development,1.69
Turk Tarim ve Ormancilik Dergisi/Turkish Journal of Agriculture and Forestry,1.69
Peritoneal Dialysis International,1.69
Journal of Hydraulic Engineering,1.69
Bioinorganic Chemistry and Applications,1.69
Journal of Hydroinformatics,1.69
The Philosophical Review,1.69
"Technology, Pedagogy and Education",1.69
Human Resource Development Review,1.69
Journal of Zhejiang University: Science A,1.69
Journal of Ambient Intelligence and Humanized Computing,1.69
International Journal of Mental Health Systems,1.69
Oncology Letters,1.69
Standards in Genomic Sciences,1.69
Journal of Rail Transport Planning and Management,1.69
Journal of Osteoporosis,1.69
Theory and Research in Social Education,1.69
Journal of Lasers in Medical Sciences,1.69
Soil Research,1.69
Research Quarterly for Exercise and Sport,1.68
Comments on Inorganic Chemistry,1.68
Inorganic Chemistry Communication,1.68
Journal of Network and Systems Management,1.68
European Journal of Psychology of Education,1.68
"Psychology, Crime and Law",1.68
Statistical Methods in Medical Research,1.68
Flow Measurement and Instrumentation,1.68
Journal of Career Assessment,1.68
Pediatric Radiology,1.68
IEEE Transactions on Nuclear Science,1.68
Lichenologist,1.68
"Nonlinear Dynamics, Psychology, and Life Sciences",1.68
Current Urology Reports,1.68
Annals of Thoracic Surgery,1.68
Clinics in Plastic Surgery,1.68
"Health, Risk and Society",1.68
"Gender, Place, and Culture",1.68
American Journal of Human Biology,1.68
Sociological Quarterly,1.68
International Journal of Mass Spectrometry,1.68
Mathematics and Computers in Simulation,1.68
Eye and Contact Lens,1.68
Aldrichimica Acta,1.68
Andrologia,1.68
Metals and Materials International,1.68
Progress in Nuclear Energy,1.68
Journal of Morphology,1.68
Journal of South American Earth Sciences,1.68
Theoretical Biology and Medical Modelling,1.68
Virtual Reality,1.68
International Review for the Sociology of Sport,1.68
Journal of Family Nursing,1.68
Swiss Journal of Geosciences,1.68
Phytopathologia Mediterranea,1.68
Journal of Land Use Science,1.68
Operational Research,1.68
Tobacco Induced Diseases,1.68
Environmental Communication,1.68
Conservation and Society,1.68
Communications in Number Theory and Physics,1.68
Journal of Aging Research,1.68
Clinical and Experimental Reproductive Medicine,1.68
Investigative and Clinical Urology,1.68
Physical Review Physics Education Research,1.68
Green Materials,1.68
Tetrahedron Asymmetry,1.67
Advances in Experimental Medicine and Biology,1.67
International Urogynecology Journal and Pelvic Floor Dysfunction,1.67
Current Oncology,1.67
Acta Mechanica Sinica/Lixue Xuebao,1.67
Research in Nondestructive Evaluation,1.67
Reviews in Analytical Chemistry,1.67
Journal of Family Issues,1.67
Lymphatic Research and Biology,1.67
Acta Physiologiae Plantarum,1.67
Progress in neurological surgery,1.67
Agricultural and Forest Entomology,1.67
Journal of Interactive Online Learning,1.67
Die Naturwissenschaften,1.67
Journal of Forest Economics,1.67
Pharmacopsychiatry,1.67
Revista Brasileira de Psiquiatria,1.67
Wetlands Ecology and Management,1.67
Journal of Urology,1.67
AIDS Research and Human Retroviruses,1.67
Latin American Politics and Society,1.67
Physica Status Solidi (B): Basic Research,1.67
Human Antibodies,1.67
Genetics and Molecular Biology,1.67
Political Research Quarterly,1.67
Oxford Bulletin of Economics and Statistics,1.67
Journal of Clinical Neuroscience,1.67
Current Drug Delivery,1.67
Sexualities,1.67
International Journal on Digital Libraries,1.67
Journal of Personal Selling and Sales Management,1.67
Accounting and Business Research,1.67
Research in Personnel and Human Resources Management,1.67
International Journal of Intelligent Information Technologies,1.67
Clinical Practice and Epidemiology in Mental Health,1.67
Journal of Curriculum Studies,1.67
European Financial Management,1.67
Journal of Location Based Services,1.67
International Journal of Grid and Utility Computing,1.67
Communications of the Association for Information Systems,1.67
European Transport Research Review,1.67
GMS German Medical Science,1.67
Journal of Gay and Lesbian Mental Health,1.67
Foundations and Trends in Signal Processing,1.67
Biochemistry Research International,1.67
Current Protocols in Pharmacology,1.67
Oil and Gas Geology,1.67
International Journal of Sport Policy,1.67
Nephron Extra,1.67
British Journal of Sociology of Education,1.66
Concurrent Engineering Research and Applications,1.66
Economic Development Quarterly,1.66
Public Relations Review,1.66
Clinical Anatomy,1.66
Brain and Development,1.66
Polymer Composites,1.66
Shock Waves,1.66
Information Technology for Development,1.66
Journal of Development Studies,1.66
Journal of Adolescent Research,1.66
Journal of Clinical Psychology in Medical Settings,1.66
Journal of Genetic Counseling,1.66
Journal of Health Psychology,1.66
Radiologic Clinics of North America,1.66
Bulletin of Entomological Research,1.66
Journal of English for Academic Purposes,1.66
Polar Research,1.66
"Journal of Microbiology, Immunology and Infection",1.66
Ethology,1.66
Ethology Ecology and Evolution,1.66
Perspectives on Sexual and Reproductive Health,1.66
Cells Tissues Organs,1.66
Journal of African Earth Sciences,1.66
Construction Management and Economics,1.66
Chemistry and Biodiversity,1.66
Child and Family Social Work,1.66
"Cognition, Technology and Work",1.66
Journal of Consumer Policy,1.66
Journal of Cultural Economics,1.66
Congenital Heart Disease,1.66
Current Stem Cell Research and Therapy,1.66
International Journal of Precision Engineering and Manufacturing,1.66
Nuclear Engineering and Technology,1.66
Blood Transfusion,1.66
Journal of Brand Management,1.66
Waste and Biomass Valorization,1.66
Applied Economic Perspectives and Policy,1.66
International Journal of Cognitive Therapy,1.66
Cellular Reprogramming,1.66
"Qualitiative Research in Sport, Exercise and Health",1.66
Journal of Gastric Cancer,1.66
EuroMediterranean Biomedical Journal,1.66
Ophthalmic Surgery Lasers and Imaging Retina,1.66
Journal of Neuromuscular Diseases,1.66
Eating Disorders,1.65
European Journal of Political Economy,1.65
Journal of Psychiatric and Mental Health Nursing,1.65
Sociology of Sport Journal,1.65
British Journal of Developmental Psychology,1.65
Virus Genes,1.65
Journal of Reinforced Plastics and Composites,1.65
Ecology of Freshwater Fish,1.65
Journal of Cryptology,1.65
Biomedical Chromatography,1.65
Neurological Sciences,1.65
Birth Defects Research Part B - Developmental and Reproductive Toxicology,1.65
Hepatobiliary and Pancreatic Diseases International,1.65
Biologia Plantarum,1.65
NeuroSignals,1.65
"IEEE Radio Frequency Integrated Circuits Symposium, RFIC, Digest of Technical Papers",1.65
Journal of Statistical Mechanics: Theory and Experiment,1.65
International Journal of Quality and Reliability Management,1.65
Employee Relations,1.65
Renewable Agriculture and Food Systems,1.65
Optical Switching and Networking,1.65
Botanical Studies,1.65
Journal of Women and Minorities in Science and Engineering,1.65
Journal of Politeness Research,1.65
Journal of Molecular Signaling,1.65
Language Learning and Development,1.65
TQM Journal,1.65
Fottea,1.65
KONA Powder and Particle Journal,1.65
Frontiers of Materials Science,1.65
Operations Research for Health Care,1.65
Molecular Syndromology,1.65
Methods in Oceanography,1.65
Materials Express,1.65
Clinical obesity,1.65
JACC: Clinical Electrophysiology,1.65
Sexual Medicine,1.65
International Journal of Sustainable Energy Planning and Management,1.65
Advances in Atmospheric Sciences,1.64
"New Zealand Journal of Geology, and Geophysics",1.64
Geological Society Special Publication,1.64
Chemical Physics Letters,1.64
Journal of Reconstructive Microsurgery,1.64
